,freqs,mag,maguncer,examp,phase,phaseuncer
75,250.0,0.6429148585798812,0.0035830233627002976,126.51,0.7659969932299628,0.0019200537280471017
76,80.0,0.9736482033993658,5.4772717188409155e-05,10.015,2.382050600154657,0.0017453301605546993
77,250.0,0.6429709564869599,0.004886914999596413,126.52,0.7661280055235191,0.001839278534279653
78,10.0,1.016432147156255,0.0002134399672056843,2.7526,3.046678352613167,0.0017475910231550878
79,12.5,1.0160576062686522,0.00026444155540956174,2.7254,3.0228151079516845,0.0017463876690648147
80,16.0,1.0153154361462091,0.00042300203491949526,5.5326,2.9896538513360333,0.001747935562424497
81,20.0,1.014322932253982,0.00032363324630431384,5.5319,2.9515949266000594,0.0017524815456933843
82,25.0,1.012695410171934,0.0009680672025524795,11.258,2.9041325589984446,0.0017498095972322866
83,31.5,1.010230991620703,0.0004270736896606377,11.472999999999999,2.8423525686026765,0.0017572866978971412
84,40.0,1.0061327315366733,0.0007870085708235905,23.250999999999998,2.761659912856926,0.0017761023918101537
85,46.7,1.0022456551349679,0.0031384302439226427,58.706,2.697776400457713,0.00180849893859793
86,50.0,1.000112889893608,0.001609286163292569,59.085,2.666573038823609,0.001786495857433468
87,53.29999999999999,0.9977894919096936,0.001660627504565419,59.37,2.634795371505012,0.0017994167340896372
88,63.0,0.9904078561782114,0.005872597616693219,115.75,2.5428282982482386,0.0018646826558315014
89,80.0,0.9743134109684526,0.00456776222441108,119.45,2.381121436442963,0.001961808838487442
90,100.0,0.9506099284390931,0.012636502362554236,122.92,2.19127113620952,0.002141244043808755
91,125.0,0.9144959508199328,0.0047766753880303285,125.4,1.953149398030103,0.0017645880119134681
92,160.0,0.8507931811490306,0.00761553146434082,126.99,1.6227704367097306,0.0018076287305319023
93,200.0,0.7669059066040005,0.006007083939735773,127.0,1.2412714067249633,0.0018131201522337723
94,250.0,0.6428848089159781,0.006184886453383452,126.43,0.7659196089966798,0.0018952916674793404
95,80.0,0.9735827496420135,5.489368135568136e-05,10.011000000000001,2.3817283030612337,0.001745330765198615
96,250.0,0.6429344175809687,0.004883882716188321,126.45,0.7660361933827711,0.0019018744304895821
97,10.0,1.0165010348047958,0.00022929306402645302,2.7493,3.046636129902507,0.0017476916529865247
98,12.5,1.0158805401503475,0.00021268878844330107,2.722,3.0229684239771206,0.0017462832379232423
99,16.0,1.0152464898030436,0.00025737415257785193,5.5332,2.9896153771689304,0.0017484835311029141
100,20.0,1.0142716966501686,0.00033685013842709073,5.5276,2.9515657858573716,0.0017519322228883695
101,25.0,1.0128605094074583,0.0013376238940508434,11.29,2.903947398111536,0.0017506256929064325
102,31.5,1.0102823661602787,0.000696407470439447,11.474,2.842244966132455,0.0017580368829574358
103,40.0,1.006058668368302,0.0007127338960882592,23.275,2.761658577022448,0.0017789314801461775
104,46.7,1.0022715436372385,0.0018671015028077287,58.79,2.6978576061355,0.001817830454796229
105,50.0,0.9996605401204673,0.0017012497138871913,59.573,2.6663671910264997,0.0017952282987443748
106,53.3,0.9977879822475577,0.002087440997391032,59.361000000000004,2.634931734983991,0.001789131931975075
107,63.0,0.9905022447307089,0.04073763431339437,114.76,2.5429241330160406,0.0019314024155388278
108,80.0,0.9742299134663669,0.007710638023019515,119.05,2.381182970736333,0.0019846842682411047
109,100.0,0.9506622727062036,0.010659912012866332,122.79,2.1913112147220852,0.002116639164061351
110,125.0,0.9144103831666376,0.007629255732431196,125.5,1.9531504535185726,0.001768840843206472
111,160.0,0.8506774407425942,0.010811425057968933,126.93,1.6227429517742857,0.0018049311030083545
112,200.0,0.7669245222139706,0.004215407114799805,127.08,1.2412207186556672,0.0018128409185717365
113,250.0,0.6428005422316265,0.0035201286980143373,126.61,0.7658969854206649,0.0019092814503697281
114,80.0,0.973583754572753,4.691050133229486e-05,10.012,2.381995325367106,0.0017453306468693318
115,250.0,0.6429671682031514,0.004754377251059178,126.46,0.7660293476611431,0.0019142029485037806
116,10.0,1.0161780915599041,0.00016866838376040097,2.7510000000000003,3.0466713193543717,0.0017478298502806853
117,12.5,1.0160058762261832,0.0001669034413325401,2.7339,3.0228271546082084,0.0017463545948661178
118,16.0,1.015417820400213,0.0005143700590972363,5.5313,2.9896147910924995,0.0017486291007511767
119,20.0,1.0143493775485637,0.0003278007983167365,5.5261,2.951612446192624,0.001752446709495646
120,25.0,1.0127675352242769,0.0006856138938068916,11.267999999999999,2.9040944751252633,0.0017494908491894512
121,31.5,1.0101800756882922,0.0004082052044356036,11.466,2.8423205066049144,0.0017575868748205634
122,40.0,1.0060823375082395,0.0006945737300770697,23.294,2.7616058603244418,0.0017774142942971606
123,46.7,1.0022848132712547,0.00347495862378327,58.744,2.697831808628749,0.0018044481575508293
124,50.0,1.000094776584494,0.0014202989279850503,59.1,2.666298677571551,0.0017890661210239066
125,53.3,0.9978181323073311,0.0013277425007069473,59.331,2.634852377001405,0.00180105904546001
126,63.0,0.9908407847010936,0.006835295519733168,115.24,2.5433238494193597,0.0018624992877675306
127,80.0,0.9742772488318582,0.0127131963452241,118.89,2.3812976820843055,0.0020201487221054295
128,100.0,0.9506449094635027,0.010571467521013279,122.85,2.19131824468898,0.0021271997807236877
129,125.0,0.9144778167224458,0.0045921678500341154,125.38,1.953086395477495,0.0017673576022034872
130,160.0,0.850742188347673,0.008386217841127993,126.87,1.622460643905281,0.0018079250794512493
131,200.0,0.7668482630005937,0.00671190351251486,127.06,1.241296368420066,0.0017960439696006341
132,250.0,0.6428622671813262,0.0048840838067857025,126.46,0.7659282627175215,0.0019094210176290797
133,80.0,0.9737419952596821,0.00011743191894515228,10.025,2.3817638184901497,0.0017453302253973631
134,250.0,0.6428539351298053,0.02149323664654583,126.08,0.7662281955859064,0.0018867631102642167
135,10.0,1.0164919037322389,0.0001978370992184714,2.7605,3.04665431538072,0.001747349164715538
